candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,@mention,z_score
national archives tells,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
current democratic party,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
supply side santa,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
john oliver lays,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
chuck morse speaks,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
black eye susan,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
news stephen king,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the justice minister,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
usa russia china,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump locks horns,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
retweeted stop trump,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gorsuch on scotus,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
susan rice flashback,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
david byrne among,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ivanka confirms plans,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
misses huge irony,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fireworks by friday,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
speaking of king,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
david cay johnston,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the boss baby,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rt trump plan,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
head of un,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
judicial watch sues,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
surely climate catastrophists,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
unless heads roll,1,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
drill 4 oil,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.0585446207472
world's biggest ass,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.0585446207472
crooked lock 'em,1,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.0585446207472
"ignorant libtard ""trump",1,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.0585446207472
keeps on giving,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
hottest first lady,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
trump admin collusion,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
full poll results,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
defends donald trump,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
wonder u suck,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
becoming best freinds,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
michael and us,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
powergul ally trump,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
stop fake reporting,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
illegals and employers,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
u r wrong,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
uk and eu,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
john ashton: brexit,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
farage.” javier nart,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
page and flynn,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
new memo shows,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kremlin spokesman says,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kushner in iraq,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
egypt's june 30,1,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-0.0585446207472
trump's march 4th,1,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-0.0585446207472
3rd april 2017,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.0585446207472
hillary clinton's 2016,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s 1st 100,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0585446207472
3% of trump,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0585446207472
white house: ‘save,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0585446207472
‘trump: the movie,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0585446207472
right in 1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0585446207472
isis in 30,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0585446207472
iconic 680 hotel,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0585446207472
first 100 days,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
1 in 5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
100s of memes,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
labeled ‘fake news,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
hillary clinton 5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
last 2 years,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
house in 2018,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
6 top republicans,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
pres 44 obama,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
dems in 2017,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
5 of 9,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
air drone 1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
solve' north korea,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-0.0585446207472
"trump's ""america first",1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0585446207472
let’s learn judo,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0585446207472
co&;dad's bus (&;move,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0585446207472
trump's america first,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s new orders…he,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
president trump’s tweets,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
weekend at bernie,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
sisi's white house,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
america and american,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
women’s economic summit,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
kentucky's rand paul,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's big brother,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's transition team,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
justin trudeau's canada,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
donald trump's aberdeenshire,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s mental health,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
donald trump's america,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
china’s xi jinping,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s supreme court,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
nih in trump,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
the coast guard,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
tillerson on trump,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
ivanka trump's dc,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump towery.. isidor,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
breakfast at tiffanys,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
co-sponsor important right,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
u.s. and egypt,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
richard j. hofstadter,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
media in 'frenzy,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
dr. jeffress sounds,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
rep. terry landry,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
man now!’: fmr,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump-xi meeting looms,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
sweeping red-state america,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
white house: save,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
china isn't going,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
news in o_o,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
surveillance claims 'turning,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
forgive war-era debt,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
le pen-led france,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
ryan 'ran scared,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
tufts university: trump,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
podesta group: caller,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
"dishonest president: ""nothing",1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump voters shot,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump doesn't care,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
christian activist: god,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
visa temple: indians,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
"show ""whose side",1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
nsa on turkish/russian,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
gibraltar: quicktake q&a,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
25-year-old julia hahn,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
accept 'political reality,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
president doesn't show,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
"trash fire"": ""characters",1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
nunes at wh,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
mark warner (d-va,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
u.s. supreme court,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
st. petersburg russia,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
fox news: “amazing,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
cheetos spray tan,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
funded by soros,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
best donald trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
got tragic news,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
democrats really believe,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
fox and friends,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.0585446207472
claim presidential immunity,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
perspectives on politics,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bank of canada,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bernie and trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
blasio at saturday,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
top us general,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
remove violent leftists,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
national park svc,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nyt the new,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
putin and trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the snark report,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
selling at auction,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
king of jordan,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bjp in mcd,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
age of trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
regretful trump voters,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bunch of toadies,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fbi and intel,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
latest trump scandal,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
golf course diplomacy,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump death star,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
secretary of state,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
“social justice week,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
white house lawyer,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
qualified person ever,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bit by bit,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
politico brussels playbook,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
info blocked nunes,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
federal judge greenlights,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wh budget proposal,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
endorsing donald trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lg of delhi,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the huffington post,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mobile world live,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
international energy agency,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
national parks ser,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ds and rs,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tackle north korea,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
shade at trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
democrat judge hillary,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
racist rich guy,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mcconnell and trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
crooks and liars,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
national park services,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
metallica and journey,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
another damning blow,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sexual assault case,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cnn and nyt,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
colluder susan smiling,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
susan rice scoop,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
national security council,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
george soros university,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jedi awareness month,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
guess trump org,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
thrilled trump staffers,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
e politics info,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
national photographic archive,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
new york city,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
send ice agents,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump took office,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bypass us dollar,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
judea and samaria,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pakistan and america,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
win election sad,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
great america alliance,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
one muslim group,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
street neil gorsuch,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
marine in france,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
inner circle show,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
blast donald trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
brexit and trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
biggest legislative humiliation,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
big media get,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fbi on twitter,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ban controversial flashlight,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the dummy trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
turkish gold trader,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
susan rice tale,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump and sisi,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
comic sales slump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
julias and pajama,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
go far deeper,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
southgate and mills,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
garland in sc,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump dead sea,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
radically change washington,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rhode island politics,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ezra cohen watnick,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the hill trump,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
navigating the politics,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
first official portrait,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jewish defense league,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cnn and npr,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump really want,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
congressman devin nunes,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
violating war powers,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
medicaid in va,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
obama and jarrett,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
obama and clinton,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cronkite award winner,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
major disaster due,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump and sessions,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
white house counsel,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
american and british,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
alone on north,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hillary on twitter,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
judge neil gorsuch,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
woo rand paul,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
president trump walks,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mentor liar bama,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lab 25,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
grn 4,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
con 43,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
ld 11,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
rt ft,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
indict trump,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
msnbc 47,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
ukip 11,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
abc 53,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.0585446207472
trump music,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.0585446207472
i'd like,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
wednesday 4/26,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
gorsuch update,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
nobody cares,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
obamas temperment,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
smash cut,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
national poll,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
requested unmasking,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
trump moment,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
mad dog,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump son-in-law,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
joined 11/25/16,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump &;family,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
daily express,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
michael cohen,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
santa clara,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mark zuckerberg,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
effective immediately,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
